POŘADOVÉ_ČÍSLO;NÁZEV_SPOLEČNOSTI;CELKEM_V_KČ
204953;Epic Internet a.s.;2425973
204954;Epic Internet a.s.;2610352
204955;Valza;1064076
204956;67821984;556371
204957;ZCZ;2376974
204958;18581928;1096941
204959;92019399;1183100
204960;Martin Nový;2882178
204961;Martin Nový;1160082
204962;Epic Internet a.s.;1467964
